result_id,record_type,source_file,formation,grade3_flag,bond_count,eiketsu_ids,eiketsu_names,eiketsu_internal_ids,bond_ids,bond_names,生命,気合,腕力,耐久力,器用さ,知力,魅力,土属性,水属性,火属性,風属性,stat_status,stat_note,calc_source,calc_formula,duplicate_key,calc_warning,calc_filled_at_step,総合値,total_score,top300_source_file
step174_7_360011,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0093|EIK_0024|EIK_0387|EIK_0224|EIK_0042|EIK_0229,大内義隆|今川義元|朝倉義景(八雷)|黒猫ノア|谷忠澄|出雲阿国(神将),EIK_0093|EIK_0024|EIK_0387|EIK_0224|EIK_0042|EIK_0229,山紫水明|技巧伝承|文化人の絆|文明開化|外交官の絆|傾奇者|多芸多才,山紫水明|技巧伝承|文化人の絆|文明開化|外交官の絆|傾奇者|多芸多才,9547,0,129,97,458,361,441,518,544,468,505,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0024|EIK_0042|EIK_0093|EIK_0224|EIK_0229|EIK_0387||傾奇者|外交官の絆|多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
step174_7_360012,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0093|EIK_0108|EIK_0017|EIK_0143|EIK_0286|EIK_0289,大内義隆|名古屋山三郎|堀秀政|瀬名氏俊|細川藤孝|三好義賢,EIK_0093|EIK_0108|EIK_0017|EIK_0143|EIK_0286|EIK_0289,傾奇者|技巧伝承|多芸多才|文明開化|巧言令色|山紫水明|文化人の絆,傾奇者|技巧伝承|多芸多才|文明開化|巧言令色|山紫水明|文化人の絆,9000,969,127,143,324,329,396,426,463,439,452,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0017|EIK_0093|EIK_0108|EIK_0143|EIK_0286|EIK_0289||傾奇者|多芸多才|山紫水明|巧言令色|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
step174_7_360013,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0093|EIK_0108|EIK_0017|EIK_0273|EIK_0286|EIK_0342,大内義隆|名古屋山三郎|堀秀政|岡部正綱|細川藤孝|細川忠興,EIK_0093|EIK_0108|EIK_0017|EIK_0273|EIK_0286|EIK_0342,傾奇者|技巧伝承|多芸多才|文明開化|巧言令色|山紫水明|文化人の絆,傾奇者|技巧伝承|多芸多才|文明開化|巧言令色|山紫水明|文化人の絆,9103,969,122,150,328,307,396,419,419,419,436,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0017|EIK_0093|EIK_0108|EIK_0273|EIK_0286|EIK_0342||傾奇者|多芸多才|山紫水明|巧言令色|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
step174_7_360014,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0093|EIK_0157|EIK_0387|EIK_0204|EIK_0042|EIK_0156,大内義隆|筒井順慶|朝倉義景(八雷)|北条氏康(獅子)|谷忠澄|前田慶次,EIK_0093|EIK_0157|EIK_0387|EIK_0204|EIK_0042|EIK_0156,山紫水明|技巧伝承|文化人の絆|外交官の絆|傾奇者|多芸多才|文明開化,山紫水明|技巧伝承|文化人の絆|外交官の絆|傾奇者|多芸多才|文明開化,9761,0,151,100,451,335,411,460,486,427,486,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0042|EIK_0093|EIK_0156|EIK_0157|EIK_0204|EIK_0387||傾奇者|外交官の絆|多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
step174_7_360015,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0093|EIK_0339|EIK_0387|EIK_0275|EIK_0229|EIK_0042,大内義隆|今川氏真|朝倉義景(八雷)|鎧鍛冶次郎|出雲阿国(神将)|谷忠澄,EIK_0093|EIK_0339|EIK_0387|EIK_0275|EIK_0229|EIK_0042,山紫水明|技巧伝承|文化人の絆|流行創出|傾奇者|多芸多才|文明開化,山紫水明|技巧伝承|文化人の絆|流行創出|傾奇者|多芸多才|文明開化,9207,733,119,92,303,349,243,536,488,471,527,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0042|EIK_0093|EIK_0229|EIK_0275|EIK_0339|EIK_0387||傾奇者|多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化|流行創出,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
step174_7_360016,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0093|EIK_0387|EIK_0256|EIK_0132|EIK_0244|EIK_0312,大内義隆|朝倉義景(八雷)|魔女ルシア|真柄直隆|前田慶次(野望)|藤岡屋伝助,EIK_0093|EIK_0387|EIK_0256|EIK_0132|EIK_0244|EIK_0312,山紫水明|技巧伝承|文化人の絆|文明開化|洒落者の絆|戦場の華|四象の絆,山紫水明|技巧伝承|文化人の絆|文明開化|洒落者の絆|戦場の華|四象の絆,9635,0,152,0,287,330,462,564,549,525,564,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0093|EIK_0132|EIK_0244|EIK_0256|EIK_0312|EIK_0387||四象の絆|山紫水明|戦場の華|技巧伝承|文化人の絆|文明開化|洒落者の絆,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
step174_7_360017,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0095|EIK_0017|EIK_0256|EIK_0232|EIK_0107|EIK_0334,柳生宗矩|堀秀政|魔女ルシア|小松姫(水練)|井伊直虎|原虎胤,EIK_0095|EIK_0017|EIK_0256|EIK_0232|EIK_0107|EIK_0334,技巧伝承|多芸多才|文明開化|戦場の華|女傑の絆|豪傑|勇猛果敢,技巧伝承|多芸多才|文明開化|戦場の華|女傑の絆|豪傑|勇猛果敢,9547,925,584,90,367,232,558,170,198,200,197,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0017|EIK_0095|EIK_0107|EIK_0232|EIK_0256|EIK_0334||勇猛果敢|多芸多才|女傑の絆|戦場の華|技巧伝承|文明開化|豪傑,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
step174_7_360018,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0095|EIK_0387|EIK_0224|EIK_0365|EIK_0070|EIK_0040,柳生宗矩|朝倉義景(八雷)|黒猫ノア|小雀|前田利家(兎忍)|北条氏邦,EIK_0095|EIK_0387|EIK_0224|EIK_0365|EIK_0070|EIK_0040,技巧伝承|山紫水明|文明開化|戦場の華|武芸の絆|多芸多才|流行創出,技巧伝承|山紫水明|文明開化|戦場の華|武芸の絆|多芸多才|流行創出,9285,784,238,112,311,362,350,419,413,385,409,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0040|EIK_0070|EIK_0095|EIK_0224|EIK_0365|EIK_0387||多芸多才|山紫水明|戦場の華|技巧伝承|文明開化|武芸の絆|流行創出,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
step174_7_360019,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0103|EIK_0247|EIK_0101|EIK_0133|EIK_0181|EIK_0036,長野業正|島左近|山県昌景(泰然)|伊達政宗|本多忠勝|稲葉一鉄,EIK_0103|EIK_0247|EIK_0101|EIK_0133|EIK_0181|EIK_0036,侍|根性の絆|泰然自若|もののふ|武芸の絆|勇猛果敢|猛将の絆,侍|根性の絆|泰然自若|もののふ|武芸の絆|勇猛果敢|猛将の絆,9285,1925,583,392,203,0,103,140,143,149,145,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0036|EIK_0101|EIK_0103|EIK_0133|EIK_0181|EIK_0247||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
step174_7_360020,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0103|EIK_0247|EIK_0101|EIK_0347|EIK_0354|EIK_0030,長野業正|島左近|山県昌景(泰然)|真田信尹|北条綱成|吉川元春,EIK_0103|EIK_0247|EIK_0101|EIK_0347|EIK_0354|EIK_0030,侍|根性の絆|泰然自若|もののふ|武芸の絆|勇猛果敢|猛将の絆,侍|根性の絆|泰然自若|もののふ|武芸の絆|勇猛果敢|猛将の絆,9316,1854,605,408,211,0,111,134,143,146,140,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0030|EIK_0101|EIK_0103|EIK_0247|EIK_0347|EIK_0354||もののふ|侍|勇猛果敢|根性の絆|武芸の絆|泰然自若|猛将の絆,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
step174_7_360021,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0108|EIK_0093|EIK_0387|EIK_0038|EIK_0017|EIK_0312,名古屋山三郎|大内義隆|朝倉義景(八雷)|支倉常長|堀秀政|藤岡屋伝助,EIK_0108|EIK_0093|EIK_0387|EIK_0038|EIK_0017|EIK_0312,山紫水明|技巧伝承|文化人の絆|文明開化|外交官の絆|傾奇者|多芸多才,山紫水明|技巧伝承|文化人の絆|文明開化|外交官の絆|傾奇者|多芸多才,9424,0,156,100,501,344,397,539,536,530,541,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0017|EIK_0038|EIK_0093|EIK_0108|EIK_0312|EIK_0387||傾奇者|外交官の絆|多芸多才|山紫水明|技巧伝承|文化人の絆|文明開化,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
step174_7_360022,STEP174_REVALIDATED_REPAIRED_7_9_RESULT,jinpo_result_db_7.csv,魚鱗,通常,7,EIK_0183|EIK_0025|EIK_0387|EIK_0114|EIK_0224|EIK_0024,宇佐美定満|平手政秀|朝倉義景(八雷)|細川藤孝(立役)|黒猫ノア|今川義元,EIK_0183|EIK_0025|EIK_0387|EIK_0114|EIK_0224|EIK_0024,仙道の絆|立役者|山紫水明|文明開化|外交官の絆|技巧伝承|多芸多才,仙道の絆|立役者|山紫水明|文明開化|外交官の絆|技巧伝承|多芸多才,9031,968,64,64,313,543,572,421,391,338,363,ステータス計算済み,step174: 陣法説明(6).xlsx準拠。発動条件を有効ライン3人・各英傑1因子ずつで再検証し、配置6人合計×因縁倍率で再計算。英傑同一判定は名前ではなくinternal_id基準。,STEP174_REVALIDATED_REPAIRED_NEW_FORMULA,Σ floor(配置6人ステータス合計×発動因縁倍率) → floor(因縁値合算×陣形倍率),魚鱗||通常||7||EIK_0024|EIK_0025|EIK_0114|EIK_0183|EIK_0224|EIK_0387||仙道の絆|外交官の絆|多芸多才|山紫水明|技巧伝承|文明開化|立役者,,step174_validate_repair_7_9,13068,13068,jinpo_result_db_7_part021.csv
